"","movieId","adventure","animation","children","comedy","fantasy","romance","drama","action","crime","thriller","horror","mystery","scifi","imax","documentary","war","musical","western","filmnoir","unknown"
"107",108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"108",109,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"109",110,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"110",111,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"111",112,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"112",113,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"113",114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"116",117,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"117",118,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",120,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",122,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",123,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"123",124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",126,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"128",129,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",131,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"132",133,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"134",135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"136",137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"137",138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",139,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"139",140,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",145,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"145",146,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",149,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"149",150,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"150",151,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"151",152,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"152",153,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"153",154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",155,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"155",156,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"157",158,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",159,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"159",160,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"160",161,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"161",162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"162",163,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"163",164,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"164",165,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"165",166,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"166",167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",168,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"168",169,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",170,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"170",171,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",172,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"172",173,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"173",174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"177",178,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",179,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",180,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",181,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"181",182,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"182",183,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"183",184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",185,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"185",186,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",188,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"188",189,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",190,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"190",191,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"192",193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",194,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",195,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",196,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"196",197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",198,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
"198",199,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"199",200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"200",201,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",202,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"204",205,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"206",207,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",208,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"208",209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"209",210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"210",211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"211",212,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"212",213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"214",215,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"215",216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",217,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"217",218,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"220",222,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"221",223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",224,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"223",225,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"224",226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"225",227,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"226",228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227",229,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"228",230,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"229",231,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",232,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"231",233,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"232",234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233",235,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"234",236,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"235",237,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236",238,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237",239,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238",240,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"239",241,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"240",242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"241",243,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242",244,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243",245,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"244",246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"245",247,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"246",248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",249,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"248",250,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"250",252,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251",253,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"252",254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"253",255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254",256,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"255",257,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"256",258,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",259,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"258",260,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"259",261,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"260",262,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"261",263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"262",264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"263",265,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"264",266,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"265",267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266",268,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"267",269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"268",270,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"269",271,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"270",272,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"271",273,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"272",274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273",275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274",276,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275",277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277",279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"278",280,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"279",281,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"280",282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"281",283,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"282",284,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"283",285,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"284",286,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"285",287,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286",288,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"287",289,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288",290,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"289",291,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"290",292,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"291",293,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"292",294,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293",295,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294",296,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"295",297,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"296",298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"297",299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"298",300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"299",301,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",302,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"301",303,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"302",304,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"303",305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304",306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"305",307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"306",308,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"307",309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
